company_id,price_date,close_price,volume
3,2023-01-11,1401.1,19876
3,2023-01-12,1418.91,66351
3,2023-01-13,1426.34,42402
3,2023-01-14,1420.42,69335
3,2023-01-15,1434.06,51511
3,2023-01-16,1460.98,95614
3,2023-01-17,1455.86,82241
3,2023-01-18,1458.38,51663
3,2023-01-19,1432.42,57823
3,2023-01-20,1455.37,78233
3,2023-01-21,1472.04,16832
3,2023-01-22,1463.7,24087
3,2023-01-23,1452.93,58374
3,2023-01-24,1445.07,56509
3,2023-01-25,1441.51,29374
3,2023-01-26,1418.18,89292
3,2023-01-27,1390.46,1163
3,2023-01-28,1408.64,99684
3,2023-01-29,1421.44,2512
3,2023-01-30,1405.9,97210
3,2023-01-31,1423.25,57113
3,2023-02-01,1408.27,2422
3,2023-02-02,1381.28,61586
3,2023-02-03,1354.86,99369
3,2023-02-04,1337.7,71360
3,2023-02-05,1319.25,54469
3,2023-02-06,1297.11,76911
3,2023-02-07,1301.52,9530
3,2023-02-08,1319.67,55154
3,2023-02-09,1341.92,91745
3,2023-02-10,1364.49,8700
3,2023-02-11,1343.81,98782
3,2023-02-12,1343.14,24583
3,2023-02-13,1357.63,27164
3,2023-02-14,1369.97,83891
3,2023-02-15,1385.54,28130
3,2023-02-16,1380.09,41911
3,2023-02-17,1379.61,17569
3,2023-02-18,1376.99,51567
3,2023-02-19,1378.73,82170
3,2023-02-20,1379.69,23847
3,2023-02-21,1388.69,79934
3,2023-02-22,1378.66,64885
3,2023-02-23,1359.19,34850
3,2023-02-24,1381.44,91219
3,2023-02-25,1385.6,70532
3,2023-02-26,1405.22,95896
3,2023-02-27,1404.65,56595
3,2023-02-28,1399.91,8126
3,2023-03-01,1395.59,79272
4,2023-01-01,1236.19,6095
4,2023-01-02,1237.53,11635
4,2023-01-03,1222.72,90121
4,2023-01-04,1222.56,76095
4,2023-01-05,1201.26,42265
4,2023-01-06,1209.63,14207
4,2023-01-07,1201.2,7390
4,2023-01-08,1208.47,97118
4,2023-01-09,1224.28,97487
4,2023-01-10,1241.21,85664
4,2023-01-11,1245.04,52306
4,2023-01-12,1240.37,81991
4,2023-01-13,1224.59,6566
4,2023-01-14,1246.53,1374
4,2023-01-15,1270.31,73156
4,2023-01-16,1261.59,70084
4,2023-01-17,1277.64,25290
4,2023-01-18,1291.48,80632
4,2023-01-19,1278.53,5150
4,2023-01-20,1263.4,20863
4,2023-01-21,1241.43,72874
4,2023-01-22,1235.47,88554
4,2023-01-23,1223.22,45869
4,2023-01-24,1230.02,87869
4,2023-01-25,1231.24,37978
4,2023-01-26,1249.31,31714
4,2023-01-27,1228.29,45059
4,2023-01-28,1242.3,4047
4,2023-01-29,1246.57,59851
4,2023-01-30,1267.94,29360
4,2023-01-31,1256.72,44607
4,2023-02-01,1249.53,73898
4,2023-02-02,1256.61,76133
4,2023-02-03,1272.7,92375
4,2023-02-04,1269.18,98485
4,2023-02-05,1254.75,71722
4,2023-02-06,1256.45,81873
4,2023-02-07,1255.29,78609
4,2023-02-08,1276.89,73497
4,2023-02-09,1290.99,7650
4,2023-02-10,1275.75,97456
4,2023-02-11,1285.61,56583
4,2023-02-12,1278.77,5394
4,2023-02-13,1272.08,50392
4,2023-02-14,1257.39,18140
4,2023-02-15,1257.82,59004
4,2023-02-16,1244.73,59151
4,2023-02-17,1264.66,47844
4,2023-02-18,1282.74,92799
4,2023-02-19,1261.83,10485
4,2023-02-20,1260.62,59222
4,2023-02-21,1256.88,33318
4,2023-02-22,1263.97,1206
4,2023-02-23,1287.64,23975
4,2023-02-24,1309.12,11792
4,2023-02-25,1295.41,24252
4,2023-02-26,1321.11,1455
4,2023-02-27,1328.49,87098
4,2023-02-28,1337.65,36910
4,2023-03-01,1362.17,89458
5,2023-01-01,681.23,96784
5,2023-01-02,694.38,45532
5,2023-01-03,704.02,30896
5,2023-01-04,700.41,17317
5,2023-01-05,692.27,66030
5,2023-01-06,692.56,23882
5,2023-01-07,689.88,37945
5,2023-01-08,703.32,85503
5,2023-01-09,700.17,91477
5,2023-01-10,695.76,67122
5,2023-01-11,708.75,39637
5,2023-01-12,713.85,30296
5,2023-01-13,707.18,57841
5,2023-01-14,720.74,45860
5,2023-01-15,733.35,91521
5,2023-01-16,726.13,40780
5,2023-01-17,730.29,52286
5,2023-01-18,718.49,99376
5,2023-01-19,725.75,44331
5,2023-01-20,729.18,9669
5,2023-01-21,729.04,93152
5,2023-01-22,740.61,34400
5,2023-01-23,741.54,70040
5,2023-01-24,736.79,7423
5,2023-01-25,736.95,60561
5,2023-01-26,722.39,10461
5,2023-01-27,713.93,35457
5,2023-01-28,715.1,30090
5,2023-01-29,708.7,87065
5,2023-01-30,698.64,50050
5,2023-01-31,711.29,62876
5,2023-02-01,717.47,43692
5,2023-02-02,703.69,64966
5,2023-02-03,707.41,11932
5,2023-02-04,706.34,91617
5,2023-02-05,698.0,46648
5,2023-02-06,696.92,81265
5,2023-02-07,705.97,76167
5,2023-02-08,702.17,8131
5,2023-02-09,697.94,68299
5,2023-02-10,703.6,96535
5,2023-02-11,702.29,63611
5,2023-02-12,703.4,15911
5,2023-02-13,702.3,54938
5,2023-02-14,714.97,37287
5,2023-02-15,728.7,54687
5,2023-02-16,721.19,19974
5,2023-02-17,710.85,45840
5,2023-02-18,697.26,45059
5,2023-02-19,710.88,67340
5,2023-02-20,718.27,12781
5,2023-02-21,717.5,29336
5,2023-02-22,728.81,18947
5,2023-02-23,727.6,59216
5,2023-02-24,728.01,83194
5,2023-02-25,720.19,38361
5,2023-02-26,728.61,53279
5,2023-02-27,725.75,3914
5,2023-02-28,733.11,97246
5,2023-03-01,736.64,85797
6,2023-01-01,790.89,2429
6,2023-01-02,795.74,49817
6,2023-01-03,804.72,69773
6,2023-01-04,820.43,51520
6,2023-01-05,818.04,29387
6,2023-01-06,817.28,87414
6,2023-01-07,802.32,97812
6,2023-01-08,818.15,60184
6,2023-01-09,812.64,23081
6,2023-01-10,805.38,5960
6,2023-01-11,804.57,6675
6,2023-01-12,811.61,37821
6,2023-01-13,801.85,54940
6,2023-01-14,817.04,69817
6,2023-01-15,816.77,77914
6,2023-01-16,824.53,89281
6,2023-01-17,814.79,86028
6,2023-01-18,808.3,94158
6,2023-01-19,801.23,92758
6,2023-01-20,816.09,15403
6,2023-01-21,831.58,9486
6,2023-01-22,822.22,44972
6,2023-01-23,838.45,49367
6,2023-01-24,840.14,69748
6,2023-01-25,855.88,78551
6,2023-01-26,846.44,30996
6,2023-01-27,832.81,64800
6,2023-01-28,822.18,26483
6,2023-01-29,834.94,33348
6,2023-01-30,837.17,40359
6,2023-01-31,822.9,36923
6,2023-02-01,819.88,89674
6,2023-02-02,814.12,38544
6,2023-02-03,823.33,76136
6,2023-02-04,833.16,95423
6,2023-02-05,843.01,41353
6,2023-02-06,853.85,51358
6,2023-02-07,846.25,30988
6,2023-02-08,836.91,15354
6,2023-02-09,826.34,7254
6,2023-02-10,839.18,93169
6,2023-02-11,842.1,84208
6,2023-02-12,831.44,90265
6,2023-02-13,831.65,7649
6,2023-02-14,819.72,31588
6,2023-02-15,804.75,31620
6,2023-02-16,790.59,24366
6,2023-02-17,783.18,99442
6,2023-02-18,774.89,24679
6,2023-02-19,780.68,86076
6,2023-02-20,777.15,87686
6,2023-02-21,772.18,20504
6,2023-02-22,766.92,61326
6,2023-02-23,762.85,67616
6,2023-02-24,754.82,70398
6,2023-02-25,750.21,46130
6,2023-02-26,751.95,68936
6,2023-02-27,744.09,83758
6,2023-02-28,750.69,24175
6,2023-03-01,764.95,66814
7,2023-01-01,696.35,53788
7,2023-01-02,687.01,43519
7,2023-01-03,684.5,72274
7,2023-01-04,676.08,82365
7,2023-01-05,671.38,44954
7,2023-01-06,678.69,62913
7,2023-01-07,673.48,39234
7,2023-01-08,668.25,59882
7,2023-01-09,663.77,72844
7,2023-01-10,665.89,15424
7,2023-01-11,660.84,22923
7,2023-01-12,657.94,52082
7,2023-01-13,658.12,75697
7,2023-01-14,649.93,94700
7,2023-01-15,645.85,30724
7,2023-01-16,650.63,80746
7,2023-01-17,647.47,74937
7,2023-01-18,657.41,76913
7,2023-01-19,645.16,82909
7,2023-01-20,652.24,67259
7,2023-01-21,659.03,97963
7,2023-01-22,657.21,7655
7,2023-01-23,656.18,5596
7,2023-01-24,650.78,59101
7,2023-01-25,645.83,68854
7,2023-01-26,654.14,42623
7,2023-01-27,664.61,8904
7,2023-01-28,673.66,83028
7,2023-01-29,668.86,30572
7,2023-01-30,663.64,81327
7,2023-01-31,672.45,33642
7,2023-02-01,674.94,14754
7,2023-02-02,674.1,99880
7,2023-02-03,664.9,94808
7,2023-02-04,673.52,97249
7,2023-02-05,664.89,22138
7,2023-02-06,652.04,72745
7,2023-02-07,655.8,18628
7,2023-02-08,663.43,30620
7,2023-02-09,653.75,42833
7,2023-02-10,643.05,27061
7,2023-02-11,639.74,85334
7,2023-02-12,647.23,44832
7,2023-02-13,653.04,57296
7,2023-02-14,648.89,72861
7,2023-02-15,653.65,62290
7,2023-02-16,656.73,68615
7,2023-02-17,653.7,87038
7,2023-02-18,644.87,88504
7,2023-02-19,640.8,13378
7,2023-02-20,643.37,38222
7,2023-02-21,651.48,43647
7,2023-02-22,655.88,31517
7,2023-02-23,648.25,39416
7,2023-02-24,651.02,66037
7,2023-02-25,653.06,98817
7,2023-02-26,658.05,93220
7,2023-02-27,648.0,7075
7,2023-02-28,643.1,14522
7,2023-03-01,643.76,52379
8,2023-01-01,892.49,97161
8,2023-01-02,905.99,12718
8,2023-01-03,900.14,26326
8,2023-01-04,888.5,54927
8,2023-01-05,890.4,23497
8,2023-01-06,897.94,73558
8,2023-01-07,880.74,40180
8,2023-01-08,894.48,52511
8,2023-01-09,889.03,26113
8,2023-01-10,879.9,10877
8,2023-01-11,891.07,9579
8,2023-01-12,883.67,5521
8,2023-01-13,893.61,4889
8,2023-01-14,886.76,57756
8,2023-01-15,883.55,28944
8,2023-01-16,875.61,79981
8,2023-01-17,892.21,35456
8,2023-01-18,875.76,4620
8,2023-01-19,884.84,55684
8,2023-01-20,894.88,70052
8,2023-01-21,909.46,88696
8,2023-01-22,919.95,48043
8,2023-01-23,912.89,51195
8,2023-01-24,912.97,61417
8,2023-01-25,901.51,65906
8,2023-01-26,899.94,62400
8,2023-01-27,890.57,44005
8,2023-01-28,880.24,87655
8,2023-01-29,879.82,23273
8,2023-01-30,863.67,67898
8,2023-01-31,853.81,98968
8,2023-02-01,854.97,29608
8,2023-02-02,860.36,28246
8,2023-02-03,871.38,31515
8,2023-02-04,888.4,60909
8,2023-02-05,900.64,8208
8,2023-02-06,895.17,74011
8,2023-02-07,900.72,20230
8,2023-02-08,895.54,27080
8,2023-02-09,899.6,35112
8,2023-02-10,892.73,21530
8,2023-02-11,889.48,20354
8,2023-02-12,905.94,16295
8,2023-02-13,920.92,43418
8,2023-02-14,916.42,23900
8,2023-02-15,921.4,68867
8,2023-02-16,920.2,6514
8,2023-02-17,935.61,98052
8,2023-02-18,933.03,61752
8,2023-02-19,931.17,32866
8,2023-02-20,915.43,46150
8,2023-02-21,927.09,2686
8,2023-02-22,930.13,88196
8,2023-02-23,919.62,19142
8,2023-02-24,929.64,26253
8,2023-02-25,918.18,38420
8,2023-02-26,914.24,87536
8,2023-02-27,918.57,41190
8,2023-02-28,919.83,95442
8,2023-03-01,905.6,21563
9,2023-01-01,1472.11,18539
9,2023-01-02,1451.21,42687
9,2023-01-03,1425.08,65835
9,2023-01-04,1400.99,6744
9,2023-01-05,1400.16,95820
9,2023-01-06,1396.06,36291
9,2023-01-07,1423.87,53664
9,2023-01-08,1416.76,39200
9,2023-01-09,1399.48,51710
9,2023-01-10,1396.05,27808
9,2023-01-11,1377.1,31812
9,2023-01-12,1377.58,6774
9,2023-01-13,1358.5,94818
9,2023-01-14,1360.83,7281
9,2023-01-15,1371.34,7118
9,2023-01-16,1384.44,75246
9,2023-01-17,1392.81,73488
9,2023-01-18,1369.85,72951
9,2023-01-19,1349.94,34611
9,2023-01-20,1373.85,50784
9,2023-01-21,1399.54,9803
9,2023-01-22,1398.28,7177
9,2023-01-23,1405.56,8791
9,2023-01-24,1387.31,26624
9,2023-01-25,1401.11,17232
9,2023-01-26,1420.54,14058
9,2023-01-27,1394.13,40109
9,2023-01-28,1420.87,11923
9,2023-01-29,1398.23,75365
9,2023-01-30,1387.73,72010
9,2023-01-31,1371.08,46547
9,2023-02-01,1358.2,45701
9,2023-02-02,1372.82,76438
9,2023-02-03,1373.69,92908
9,2023-02-04,1360.71,24790
9,2023-02-05,1366.9,62508
9,2023-02-06,1342.11,61169
9,2023-02-07,1335.37,74996
9,2023-02-08,1351.83,55663
9,2023-02-09,1324.88,64000
9,2023-02-10,1338.07,25649
9,2023-02-11,1336.18,96606
9,2023-02-12,1325.39,23092
9,2023-02-13,1310.06,56321
9,2023-02-14,1333.63,61260
9,2023-02-15,1323.14,64218
9,2023-02-16,1329.75,60095
9,2023-02-17,1311.63,63822
9,2023-02-18,1307.97,2840
9,2023-02-19,1310.05,98937
9,2023-02-20,1302.17,96590
9,2023-02-21,1281.14,73512
9,2023-02-22,1261.38,28083
9,2023-02-23,1264.95,59685
9,2023-02-24,1278.88,61915
9,2023-02-25,1283.67,91322
9,2023-02-26,1281.21,23301
9,2023-02-27,1263.88,40599
9,2023-02-28,1274.63,5211
9,2023-03-01,1255.72,11505
10,2023-01-01,889.37,17459
10,2023-01-02,892.67,76369
10,2023-01-03,886.68,58242
10,2023-01-04,872.42,93583
10,2023-01-05,866.73,99753
10,2023-01-06,883.32,78103
10,2023-01-07,866.37,54804
10,2023-01-08,852.05,89618
10,2023-01-09,861.92,97261
10,2023-01-10,865.66,52695
10,2023-01-11,866.31,39258
10,2023-01-12,865.23,63905
10,2023-01-13,880.21,59992
10,2023-01-14,892.79,86415
10,2023-01-15,893.46,35399
10,2023-01-16,898.45,45141
10,2023-01-17,883.4,38403
10,2023-01-18,900.86,5802
10,2023-01-19,907.95,84277
10,2023-01-20,913.35,57405
10,2023-01-21,920.93,43504
10,2023-01-22,905.88,96274
10,2023-01-23,903.43,66873
10,2023-01-24,904.56,6412
10,2023-01-25,920.94,79461
10,2023-01-26,908.01,98183
10,2023-01-27,916.62,47759
10,2023-01-28,920.7,11566
10,2023-01-29,922.93,8292
10,2023-01-30,924.58,55716
10,2023-01-31,938.43,72780
10,2023-02-01,929.03,88954
10,2023-02-02,931.75,61031
10,2023-02-03,919.41,85919
10,2023-02-04,935.26,77724
10,2023-02-05,951.75,30927
10,2023-02-06,965.5,49400
10,2023-02-07,952.52,67211
10,2023-02-08,959.54,29405
10,2023-02-09,941.4,20784
10,2023-02-10,937.63,17588
10,2023-02-11,926.15,39747
10,2023-02-12,943.26,76660
10,2023-02-13,936.46,95208
10,2023-02-14,941.91,46089
10,2023-02-15,940.72,41663
10,2023-02-16,930.67,39276
10,2023-02-17,931.71,53274
10,2023-02-18,941.47,36520
10,2023-02-19,949.63,58231
10,2023-02-20,967.17,39143
10,2023-02-21,982.69,82243
10,2023-02-22,988.11,65796
10,2023-02-23,971.69,95072
10,2023-02-24,956.41,56760
10,2023-02-25,949.91,43555
10,2023-02-26,954.1,90976
10,2023-02-27,952.48,98785
10,2023-02-28,956.01,16894
10,2023-03-01,944.16,71894
11,2023-01-01,122.98,15673
11,2023-01-02,122.65,75241
11,2023-01-03,122.45,17181
11,2023-01-04,121.23,37386
11,2023-01-05,119.15,58849
11,2023-01-06,119.66,7153
11,2023-01-07,119.19,41986
11,2023-01-08,118.4,56216
11,2023-01-09,117.67,42224
11,2023-01-10,119.07,17048
11,2023-01-11,119.64,51053
11,2023-01-12,118.7,73025
11,2023-01-13,118.95,48258
11,2023-01-14,119.75,80426
11,2023-01-15,122.01,63305
11,2023-01-16,123.84,1108
11,2023-01-17,123.99,22250
11,2023-01-18,121.97,53665
11,2023-01-19,123.18,41814
11,2023-01-20,124.02,49482
11,2023-01-21,123.7,29735
11,2023-01-22,123.12,35629
11,2023-01-23,123.84,12485
11,2023-01-24,121.83,66341
11,2023-01-25,122.05,43589
11,2023-01-26,120.35,41691
11,2023-01-27,121.75,89072
11,2023-01-28,122.74,6931
11,2023-01-29,123.57,24857
11,2023-01-30,122.66,20391
11,2023-01-31,124.01,65211
11,2023-02-01,124.57,67129
11,2023-02-02,123.26,45019
11,2023-02-03,123.91,64022
11,2023-02-04,125.36,29423
11,2023-02-05,126.71,44578
11,2023-02-06,127.58,46116
11,2023-02-07,129.87,18750
11,2023-02-08,130.78,58076
11,2023-02-09,129.06,7534
11,2023-02-10,130.61,16587
11,2023-02-11,128.97,97864
11,2023-02-12,130.09,25798
11,2023-02-13,130.56,53877
11,2023-02-14,132.36,73202
11,2023-02-15,134.12,21939
11,2023-02-16,134.87,4983
11,2023-02-17,132.55,71639
11,2023-02-18,130.02,58396
11,2023-02-19,131.8,38614
11,2023-02-20,129.4,71670
11,2023-02-21,131.62,71999
11,2023-02-22,132.03,23772
11,2023-02-23,129.47,69772
11,2023-02-24,128.08,85958
11,2023-02-25,127.91,53532
11,2023-02-26,129.21,78163
11,2023-02-27,129.94,93904
11,2023-02-28,132.45,94741
11,2023-03-01,134.17,70856
12,2023-01-01,995.79,27876
12,2023-01-02,976.1,14603
12,2023-01-03,973.72,15507
12,2023-01-04,989.37,80764
12,2023-01-05,972.41,25642
12,2023-01-06,984.83,80501
12,2023-01-07,1002.37,99757
12,2023-01-08,1021.47,41603
12,2023-01-09,1011.27,76082
12,2023-01-10,1003.15,80833
12,2023-01-11,1004.51,79598
12,2023-01-12,995.51,51294
12,2023-01-13,998.05,94367
12,2023-01-14,988.74,93732
12,2023-01-15,1000.79,73358
12,2023-01-16,1012.28,60937
12,2023-01-17,1001.92,19760
12,2023-01-18,1016.6,72788
12,2023-01-19,1004.93,61894
12,2023-01-20,1002.83,16706
12,2023-01-21,1004.1,28870
12,2023-01-22,987.89,47228
12,2023-01-23,991.45,5643
12,2023-01-24,987.57,26508
12,2023-01-25,969.02,13440
12,2023-01-26,955.03,19104
12,2023-01-27,966.62,44509
12,2023-01-28,952.98,10929
12,2023-01-29,945.28,80003
12,2023-01-30,940.15,16829
12,2023-01-31,936.54,55975
12,2023-02-01,918.92,63136
12,2023-02-02,915.07,1962
12,2023-02-03,921.43,71526
12,2023-02-04,926.18,34851
12,2023-02-05,927.28,39328
12,2023-02-06,934.72,58774
12,2023-02-07,919.08,64666
12,2023-02-08,925.97,37699
12,2023-02-09,939.88,84458
12,2023-02-10,927.67,90522
12,2023-02-11,925.48,72651
12,2023-02-12,937.1,51006
12,2023-02-13,933.32,91629
12,2023-02-14,923.27,26440
12,2023-02-15,918.16,86087
12,2023-02-16,934.28,22786
12,2023-02-17,947.88,26562
12,2023-02-18,965.72,60143
12,2023-02-19,946.68,4378
12,2023-02-20,933.33,19569
12,2023-02-21,943.32,23053
12,2023-02-22,961.03,63975
12,2023-02-23,968.43,22563
12,2023-02-24,983.64,67113
12,2023-02-25,997.98,95691
12,2023-02-26,983.03,10562
12,2023-02-27,994.96,86746
12,2023-02-28,998.3,37234
12,2023-03-01,1004.39,31260
13,2023-01-01,395.47,22399
13,2023-01-02,395.21,95704
13,2023-01-03,400.59,94221
13,2023-01-04,405.49,36120
13,2023-01-05,410.56,92368
13,2023-01-06,417.9,68636
13,2023-01-07,413.07,4933
13,2023-01-08,407.24,96589
13,2023-01-09,406.62,85643
13,2023-01-10,406.06,66420
13,2023-01-11,398.33,25736
13,2023-01-12,397.31,63432
13,2023-01-13,392.09,76690
13,2023-01-14,389.96,81926
13,2023-01-15,383.69,68295
13,2023-01-16,380.52,79742
13,2023-01-17,379.03,66869
13,2023-01-18,385.62,3042
13,2023-01-19,378.08,77257
13,2023-01-20,380.29,30004
13,2023-01-21,380.21,5151
13,2023-01-22,375.53,43025
13,2023-01-23,380.55,48487
13,2023-01-24,381.86,87501
13,2023-01-25,378.94,70369
13,2023-01-26,384.42,21058
13,2023-01-27,382.22,98001
13,2023-01-28,389.6,23099
13,2023-01-29,382.85,27821
13,2023-01-30,381.28,44659
13,2023-01-31,383.09,90050
13,2023-02-01,380.49,85148
13,2023-02-02,374.31,5145
13,2023-02-03,374.37,6906
13,2023-02-04,372.76,89781
13,2023-02-05,368.9,70891
13,2023-02-06,365.99,5447
13,2023-02-07,366.82,83650
13,2023-02-08,365.49,62112
13,2023-02-09,371.33,79179
13,2023-02-10,366.79,73605
13,2023-02-11,366.82,74850
13,2023-02-12,366.74,13667
13,2023-02-13,367.76,49721
13,2023-02-14,368.02,88011
13,2023-02-15,373.84,45900
13,2023-02-16,373.17,52003
13,2023-02-17,373.47,95088
13,2023-02-18,375.7,28468
13,2023-02-19,376.17,63095
13,2023-02-20,378.28,58940
13,2023-02-21,373.4,4325
13,2023-02-22,370.98,43324
13,2023-02-23,364.48,81681
13,2023-02-24,362.2,91449
13,2023-02-25,357.2,6636
13,2023-02-26,356.94,19723
13,2023-02-27,363.19,2020
13,2023-02-28,361.92,92748
13,2023-03-01,360.25,10217
14,2023-01-01,489.16,19330
14,2023-01-02,488.5,83797
14,2023-01-03,495.79,5876
14,2023-01-04,489.06,28253
14,2023-01-05,490.92,36738
14,2023-01-06,497.67,71950
14,2023-01-07,489.72,62831
14,2023-01-08,482.14,26248
14,2023-01-09,475.93,18133
14,2023-01-10,478.14,56796
14,2023-01-11,471.95,99027
14,2023-01-12,470.47,10609
14,2023-01-13,463.33,58805
14,2023-01-14,472.21,57623
14,2023-01-15,480.69,44969
14,2023-01-16,479.46,50500
14,2023-01-17,483.24,37393
14,2023-01-18,490.28,3898
14,2023-01-19,489.09,51588
14,2023-01-20,491.19,28331
14,2023-01-21,489.76,48969
14,2023-01-22,493.43,77580
14,2023-01-23,498.12,34816
14,2023-01-24,508.07,85017
14,2023-01-25,503.19,20315
14,2023-01-26,499.45,45782
14,2023-01-27,506.46,78057
14,2023-01-28,513.57,27923
14,2023-01-29,515.49,29041
14,2023-01-30,507.43,68735
14,2023-01-31,500.19,67102
14,2023-02-01,503.15,81214
14,2023-02-02,495.89,78564
14,2023-02-03,505.8,85253
14,2023-02-04,510.89,66554
14,2023-02-05,509.29,73319
14,2023-02-06,513.86,63518
14,2023-02-07,519.95,45427
14,2023-02-08,512.07,56347
14,2023-02-09,507.26,39058
14,2023-02-10,497.47,38896
14,2023-02-11,503.61,54729
14,2023-02-12,493.74,47514
14,2023-02-13,489.62,48277
14,2023-02-14,487.75,93265
14,2023-02-15,478.8,68675
14,2023-02-16,485.52,95964
14,2023-02-17,479.26,53599
14,2023-02-18,470.51,50419
14,2023-02-19,463.46,83951
14,2023-02-20,456.31,51815
14,2023-02-21,456.69,97193
14,2023-02-22,459.52,29496
14,2023-02-23,454.76,13696
14,2023-02-24,459.42,69384
14,2023-02-25,461.44,5043
14,2023-02-26,466.29,64546
14,2023-02-27,474.95,59133
14,2023-02-28,471.22,38770
14,2023-03-01,465.11,72568
15,2023-01-01,1063.31,16690
15,2023-01-02,1045.32,91285
15,2023-01-03,1034.16,35072
15,2023-01-04,1025.08,41948
15,2023-01-05,1033.85,87188
15,2023-01-06,1020.73,68954
15,2023-01-07,1014.71,98072
15,2023-01-08,1006.55,1712
15,2023-01-09,1007.18,15922
15,2023-01-10,988.83,70128
15,2023-01-11,998.01,46609
15,2023-01-12,1005.07,54285
15,2023-01-13,1010.29,60073
15,2023-01-14,1016.99,20763
15,2023-01-15,1007.58,44556
15,2023-01-16,1005.41,77666
15,2023-01-17,1000.08,17088
15,2023-01-18,990.14,22258
15,2023-01-19,999.31,47563
